NAME,LOCATION,DESCRIPTION,PARAMETERS,RETURNS
numeric_type_aliases(aliases):,https://github.com//numpy/numpy/blob/master/numpy/core/_add_newdocs.py,,,
,https://github.com//numpy/numpy/blob/master/numpy/core/_asarray.py,,,
"asarray(a, dtype=None, order=None):",https://github.com//numpy/numpy/blob/master/numpy/core/_asarray.py, Convert the input to an array.,"a : array_like        Input data, in any form that can be converted to an array.  This        includes lists, lists of tuples, tuples, tuples of tuples, tuples        of lists and ndarrays.    dtype : data-type, optional        By default, the data-type is inferred from the input data.    order : {'C', 'F'}, optional        Whether to use row-major (C-style) or        column-major (Fortran-style) memory representation.        Defaults to 'C'.","out : ndarray        Array interpretation of `a`.  No copy is performed if the input        is already an ndarray with matching dtype and order.  If `a` is a        subclass of ndarray, a base class ndarray is returned."
"asanyarray(a, dtype=None, order=None):",https://github.com//numpy/numpy/blob/master/numpy/core/_asarray.py," Convert the input to an ndarray, but pass ndarray subclasses through.","a : array_like        Input data, in any form that can be converted to an array.  This        includes scalars, lists, lists of tuples, tuples, tuples of tuples,        tuples of lists, and ndarrays.    dtype : data-type, optional        By default, the data-type is inferred from the input data.    order : {'C', 'F'}, optional        Whether to use row-major (C-style) or column-major        (Fortran-style) memory representation.  Defaults to 'C'.","out : ndarray or an ndarray subclass        Array interpretation of `a`.  If `a` is an ndarray or a subclass        of ndarray, it is returned as-is and no copy is performed."
"ascontiguousarray(a, dtype=None):",https://github.com//numpy/numpy/blob/master/numpy/core/_asarray.py,     Return a contiguous array (ndim >= 1) in memory (C order).,"a : array_like        Input array.    dtype : str or dtype object, optional        Data-type of returned array.","out : ndarray        Contiguous array of same shape and content as `a`, with type `dtype`        if specified."
"asfortranarray(a, dtype=None):",https://github.com//numpy/numpy/blob/master/numpy/core/_asarray.py,     Return an array (ndim >= 1) laid out in Fortran order in memory.,"a : array_like        Input array.    dtype : str or dtype object, optional        By default, the data-type is inferred from the input data.","out : ndarray        The input `a` in Fortran, or column-major, order."
,https://github.com//numpy/numpy/blob/master/numpy/core/_dtype.py,,,
_kind_name(dtype):,https://github.com//numpy/numpy/blob/master/numpy/core/_dtype.py,,,
__str__(dtype):,https://github.com//numpy/numpy/blob/master/numpy/core/_dtype.py,,,
__repr__(dtype):,https://github.com//numpy/numpy/blob/master/numpy/core/_dtype.py,,,
"_unpack_field(dtype, offset, title=None):",https://github.com//numpy/numpy/blob/master/numpy/core/_dtype.py,"     Helper function to normalize the items in dtype.fields.    Call as:    dtype, offset, title = _unpack_field(*dtype.fields[name])",,
_isunsized(dtype):,https://github.com//numpy/numpy/blob/master/numpy/core/_dtype.py,,,
"_construction_repr(dtype, include_align=False, short=False):",https://github.com//numpy/numpy/blob/master/numpy/core/_dtype.py,"     Creates a string repr of the dtype, excluding the 'dtype()' part    surrounding the object. This object may be a string, a list, or    a dict depending on the nature of the dtype. This    is the object passed as the first parameter to the dtype    constructor, and if no additional constructor parameters are    given, will reproduce the exact memory layout.","short : bool        If true, this creates a shorter repr using 'kind' and 'itemsize', instead        of the longer type name.",
"_scalar_str(dtype, short):",https://github.com//numpy/numpy/blob/master/numpy/core/_dtype.py,,,
_byte_order_str(dtype):,https://github.com//numpy/numpy/blob/master/numpy/core/_dtype.py,"  Normalize byteorder to '<' or '>'  # hack to obtain the native and swapped byte order characters    swapped = np.dtype(int).newbyteorder('s')    native = swapped.newbyteorder('s')
    byteorder = dtype.byteorder if byteorder == '=': return native.byteorder if byteorder == 's': # TODO: this path can never be reached return swapped.byteorder elif byteorder == '|': return '' else: return byteorder

",,
_datetime_metadata_str(dtype):,https://github.com//numpy/numpy/blob/master/numpy/core/_dtype.py,,,
"_struct_dict_str(dtype, includealignedflag):",https://github.com//numpy/numpy/blob/master/numpy/core/_dtype.py,,,
_is_packed(dtype):,https://github.com//numpy/numpy/blob/master/numpy/core/_dtype.py,"     Checks whether the structured data type in 'dtype'    has a simple layout, where all the fields are in order,    and follow each other with no alignment padding.    When this returns true, the dtype can be reconstructed    from a list of the field names and dtypes with no additional    dtype parameters.    Duplicates the C `is_dtype_struct_simple_unaligned_layout` functio.",,
_struct_list_str(dtype):,https://github.com//numpy/numpy/blob/master/numpy/core/_dtype.py,,,
"_struct_str(dtype, include_align):",https://github.com//numpy/numpy/blob/master/numpy/core/_dtype.py,,,
_subarray_str(dtype):,https://github.com//numpy/numpy/blob/master/numpy/core/_dtype.py,,,
,https://github.com//numpy/numpy/blob/master/numpy/core/_dtype_ctypes.py,"Conversion from ctypes to dtype.In an ideal world, we could achieve this through the PEP3118 buffer protocol,something like::    def dtype_from_ctypes_type(t):        # needed to ensure that the shape of `t` is within memoryview.format        class DummyStruct(ctypes.Structure):            _fields_ = [('a', t)]        # empty to avoid memory allocation        ctype_0 = (DummyStruct * 0)()        mv = memoryview(ctype_0)        # convert the struct, and slice back out the field        return _dtype_from_pep3118(mv.format)['a']Unfortunately, this fails because:* ctypes cannot handle length-0 arrays with PEP3118 (bpo-32782)* PEP3118 cannot represent unions, but both numpy and ctypes can* ctypes cannot handle big-endian structs with PEP3118 (bpo-32780)",,
_from_ctypes_array(t):,https://github.com//numpy/numpy/blob/master/numpy/core/_dtype_ctypes.py,,,
_from_ctypes_structure(t):,https://github.com//numpy/numpy/blob/master/numpy/core/_dtype_ctypes.py,,,
_from_ctypes_scalar(t):,https://github.com//numpy/numpy/blob/master/numpy/core/_dtype_ctypes.py,     Return the dtype type with endianness included if it's the case,,
_from_ctypes_union(t):,https://github.com//numpy/numpy/blob/master/numpy/core/_dtype_ctypes.py,,,
,https://github.com//numpy/numpy/blob/master/numpy/core/_exceptions.py,,,
_unpack_tuple(tup):,https://github.com//numpy/numpy/blob/master/numpy/core/_exceptions.py,,,
,https://github.com//numpy/numpy/blob/master/numpy/core/_internal.py,,,
"_makenames_list(adict, align):",https://github.com//numpy/numpy/blob/master/numpy/core/_internal.py,,,
"_usefields(adict, align):",https://github.com//numpy/numpy/blob/master/numpy/core/_internal.py,,,
_array_descr(descriptor):,https://github.com//numpy/numpy/blob/master/numpy/core/_internal.py,,,
"_reconstruct(subtype, shape, dtype):",https://github.com//numpy/numpy/blob/master/numpy/core/_internal.py,,,
_commastring(astr):,https://github.com//numpy/numpy/blob/master/numpy/core/_internal.py,,,
_getintp_ctype():,https://github.com//numpy/numpy/blob/master/numpy/core/_internal.py,     Helper to allow viewing an array as a ctypes pointer to the first element    This avoids:      * dealing with strides      * `.view` rejecting object-containing arrays      * `memoryview` not supporting overlapping fields,,
_get_void_ptr(arr):,https://github.com//numpy/numpy/blob/master/numpy/core/_internal.py,"     Get a `ctypes.c_void_p` to arr.data, that keeps a reference to the array",,
"_newnames(datatype, order):",https://github.com//numpy/numpy/blob/master/numpy/core/_internal.py,"     Given a datatype and an order object, return a new names tuple, with the    order indicated",,
_copy_fields(ary):,https://github.com//numpy/numpy/blob/master/numpy/core/_internal.py, Return copy of structured array with padding between fields removed.,ary : ndarray       Structured array from which to remove padding bytes,"ary_copy : ndarray       Copy of ary with padding bytes removed """"""    dt = ary.dtype    copy_dtype = {'names': dt.names, 'formats': [dt.fields[name][0] for name in dt.names]} return array(ary, dtype=copy_dtype, copy=True)
"
"_getfield_is_safe(oldtype, newtype, offset):",https://github.com//numpy/numpy/blob/master/numpy/core/_internal.py,"  Checks safety of getfield for object arrays.    As in _view_is_safe, we need to check that memory containing objects is not    reinterpreted as a non-object datatype and vice versa.",oldtype : data-type        Data type of the original ndarray.    newtype : data-type        Data type of the field being accessed by ndarray.getfield    offset : int        Offset of the field being accessed by ndarray.getfield,
"_view_is_safe(oldtype, newtype):",https://github.com//numpy/numpy/blob/master/numpy/core/_internal.py,"  Checks safety of a view involving object arrays, for example when    doing::        np.zeros(10, dtype=oldtype).view(newtype)",oldtype : data-type        Data type of original ndarray    newtype : data-type        Data type of the view,
_dtype_from_pep3118(spec):,https://github.com//numpy/numpy/blob/master/numpy/core/_internal.py,,,
"__dtype_from_pep3118(stream, is_subdtype):",https://github.com//numpy/numpy/blob/master/numpy/core/_internal.py,,,
_fix_names(field_spec):,https://github.com//numpy/numpy/blob/master/numpy/core/_internal.py,"  Replace names which are None with the next unused f%d name     names = field_spec['names'] for i, name in enumerate(names): if name is not None: continue
        j = 0 while True:            name = 'f{}'.format(j) if name not in names: break            j = j + 1        names[i] = name
",,
"_add_trailing_padding(value, padding):",https://github.com//numpy/numpy/blob/master/numpy/core/_internal.py," Inject the specified number of padding bytes at the end of a dtype if value.fields is None:        field_spec = dict( names=['f0'], formats=[value], offsets=[0], itemsize=value.itemsize        ) else:        fields = value.fields        names = value.names        field_spec = dict( names=names, formats=[fields[name][0] for name in names], offsets=[fields[name][1] for name in names], itemsize=value.itemsize        )
    field_spec['itemsize'] += padding return dtype(field_spec)
",,
_prod(a):,https://github.com//numpy/numpy/blob/master/numpy/core/_internal.py,,,
"_gcd(a, b):",https://github.com//numpy/numpy/blob/master/numpy/core/_internal.py," Calculate the greatest common divisor of a and b while b:        a, b = b, a % b return a
",,
"_lcm(a, b):",https://github.com//numpy/numpy/blob/master/numpy/core/_internal.py,,,
"array_ufunc_errmsg_formatter(dummy, ufunc, method, *inputs, **kwargs):",https://github.com//numpy/numpy/blob/master/numpy/core/_internal.py,"  Format the error message for when __array_ufunc__ gives up.     args_string = ', '.join(['{!r}'.format(arg) for arg in inputs] +                            ['{}={!r}'.format(k, v) for k, v in kwargs.items()])    args = inputs + kwargs.get('out', ())    types_string = ', '.join(repr(type(arg).__name__) for arg in args) return ('operand type(s) all returned NotImplemented from ' '__array_ufunc__({!r}, {!r}, {}): {}'            .format(ufunc, method, args_string, types_string))

",,
"array_function_errmsg_formatter(public_api, types):",https://github.com//numpy/numpy/blob/master/numpy/core/_internal.py,"  Format the error message for when __array_ufunc__ gives up.     func_name = '{}.{}'.format(public_api.__module__, public_api.__name__) return (""no implementation found for '{}' on types that implement "" '__array_function__: {}'.format(func_name, list(types)))

",,
_ufunc_doc_signature_formatter(ufunc):,https://github.com//numpy/numpy/blob/master/numpy/core/_internal.py,     Builds a signature string which resembles PEP 457    This is used to construct the first line of the docstring,,
,https://github.com//numpy/numpy/blob/master/numpy/core/_methods.py,Array methods which are called by both the C-code for the methodand the Python code for the NumPy-namespace function,,
"_amax(a, axis=None, out=None, keepdims=False,",https://github.com//numpy/numpy/blob/master/numpy/core/_methods.py,,,
"_amin(a, axis=None, out=None, keepdims=False,",https://github.com//numpy/numpy/blob/master/numpy/core/_methods.py,,,
"_sum(a, axis=None, dtype=None, out=None, keepdims=False,",https://github.com//numpy/numpy/blob/master/numpy/core/_methods.py,,,
"_prod(a, axis=None, dtype=None, out=None, keepdims=False,",https://github.com//numpy/numpy/blob/master/numpy/core/_methods.py,,,
"_any(a, axis=None, dtype=None, out=None, keepdims=False):",https://github.com//numpy/numpy/blob/master/numpy/core/_methods.py,,,
"_all(a, axis=None, dtype=None, out=None, keepdims=False):",https://github.com//numpy/numpy/blob/master/numpy/core/_methods.py,,,
"_count_reduce_items(arr, axis):",https://github.com//numpy/numpy/blob/master/numpy/core/_methods.py,,,
_clip_dep_is_scalar_nan(a):,https://github.com//numpy/numpy/blob/master/numpy/core/_methods.py,,,
_clip_dep_is_byte_swapped(a):,https://github.com//numpy/numpy/blob/master/numpy/core/_methods.py,,,
"_clip_dep_invoke_with_casting(ufunc, *args, out=None, casting=None, **kwargs):",https://github.com//numpy/numpy/blob/master/numpy/core/_methods.py,,,
"_clip(a, min=None, max=None, out=None, *, casting=None, **kwargs):",https://github.com//numpy/numpy/blob/master/numpy/core/_methods.py,,,
"_mean(a, axis=None, dtype=None, out=None, keepdims=False):",https://github.com//numpy/numpy/blob/master/numpy/core/_methods.py,,,
"_var(a, axis=None, dtype=None, out=None, ddof=0, keepdims=False):",https://github.com//numpy/numpy/blob/master/numpy/core/_methods.py,,,
"_std(a, axis=None, dtype=None, out=None, ddof=0, keepdims=False):",https://github.com//numpy/numpy/blob/master/numpy/core/_methods.py,,,
"_ptp(a, axis=None, out=None, keepdims=False):",https://github.com//numpy/numpy/blob/master/numpy/core/_methods.py,,,
"_dump(self, file, protocol=2):",https://github.com//numpy/numpy/blob/master/numpy/core/_methods.py,,,
,https://github.com//numpy/numpy/blob/master/numpy/core/_string_helpers.py,String-handling utilities to avoid locale-dependence.Used primarily to generate type name aliases.,,
english_lower(s):,https://github.com//numpy/numpy/blob/master/numpy/core/_string_helpers.py,"  Apply English case rules to convert ASCII strings to all lower case.    This is an internal utility function to replace calls to str.lower() such    that we can avoid changing behavior with changing locales. In particular,    Turkish has distinct dotted and dotless variants of the Latin letter ""I"" in    both lowercase and uppercase. Thus, ""I"".lower() != ""i"" in a ""tr"" locale.",s : str,lowered : str
english_upper(s):,https://github.com//numpy/numpy/blob/master/numpy/core/_string_helpers.py,"  Apply English case rules to convert ASCII strings to all upper case.    This is an internal utility function to replace calls to str.upper() such    that we can avoid changing behavior with changing locales. In particular,    Turkish has distinct dotted and dotless variants of the Latin letter ""I"" in    both lowercase and uppercase. Thus, ""i"".upper() != ""I"" in a ""tr"" locale.",s : str,uppered : str
,https://github.com//numpy/numpy/blob/master/numpy/core/_type_aliases.py,,,
_bits_of(obj):,https://github.com//numpy/numpy/blob/master/numpy/core/_type_aliases.py,,,
bitname(obj):,https://github.com//numpy/numpy/blob/master/numpy/core/_type_aliases.py," Return a bit-width name for a given type object    bits = _bits_of(obj)    dt = dtype(obj)    char = dt.kind    base = _kind_name(dt)
 if base == 'object':        bits = 0
 if bits != 0:        char = ""%s%d"" % (char, bits // 8)
 return base, bits, char

",,
_add_types():,https://github.com//numpy/numpy/blob/master/numpy/core/_type_aliases.py,,,
_add_aliases():,https://github.com//numpy/numpy/blob/master/numpy/core/_type_aliases.py,,,
_add_integer_aliases():,https://github.com//numpy/numpy/blob/master/numpy/core/_type_aliases.py,,,
_set_up_aliases():,https://github.com//numpy/numpy/blob/master/numpy/core/_type_aliases.py,,,
"_add_array_type(typename, bits):",https://github.com//numpy/numpy/blob/master/numpy/core/_type_aliases.py,,,
,https://github.com//numpy/numpy/blob/master/numpy/core/_ufunc_config.py,Functions for changing global ufunc configurationThis provides helpers which wrap `umath.geterrobj` and `umath.seterrobj`,,
"seterr(all=None, divide=None, over=None, under=None, invalid=None):",https://github.com//numpy/numpy/blob/master/numpy/core/_ufunc_config.py,"     Set how floating-point errors are handled.    Note that operations on integer scalar types (such as `int16`) are    handled like floating point, and are affected by these settings.","all : {'ignore', 'warn', 'raise', 'call', 'print', 'log'}, optional        Set treatment for all types of floating-point errors at once:",old_settings : dict        Dictionary containing the old settings.
geterr():,https://github.com//numpy/numpy/blob/master/numpy/core/_ufunc_config.py,     Get the current way of handling floating-point errors.,,"res : dict        A dictionary with keys ""divide"", ""over"", ""under"", and ""invalid"",        whose values are from the strings ""ignore"", ""print"", ""log"", ""warn"",        ""raise"", and ""call"". The keys represent possible floating-point        exceptions, and the values define how these exceptions are handled."
setbufsize(size):,https://github.com//numpy/numpy/blob/master/numpy/core/_ufunc_config.py,     Set the size of the buffer used in ufuncs.,size : int        Size of buffer.,
getbufsize():,https://github.com//numpy/numpy/blob/master/numpy/core/_ufunc_config.py,     Return the size of the buffer used in ufuncs.,,getbufsize : int        Size of ufunc buffer in bytes.
seterrcall(func):,https://github.com//numpy/numpy/blob/master/numpy/core/_ufunc_config.py,"     Set the floating-point error callback function or log object.    There are two ways to capture floating-point error messages.  The first    is to set the error-handler to 'call', using `seterr`.  Then, set    the function to call using this function.    The second is to set the error-handler to 'log', using `seterr`.    Floating-point errors then trigger a call to the 'write' method of    the provided object.","func : callable f(err, flag) or object with write method        Function to call upon floating-point errors ('call'-mode) or        object whose 'write' method is used to log such message ('log'-mode).","h : callable, log instance or None        The old error handler."
geterrcall():,https://github.com//numpy/numpy/blob/master/numpy/core/_ufunc_config.py,"     Return the current callback function used on floating-point errors.    When the error handling for a floating-point error (one of ""divide"",    ""over"", ""under"", or ""invalid"") is set to 'call' or 'log', the function    that is called or the log instance that is written to is returned by    `geterrcall`. This function or log instance has been set with    `seterrcall`.","kwargs : {divide, over, under, invalid}        Keyword arguments. The valid keywords are the possible floating-point        exceptions. Each keyword should have a string value that defines the        treatment for the particular error. Possible values are        {'ignore', 'warn', 'raise', 'call', 'print', 'log'}.","errobj : callable, log instance or None        The current error handler. If no handler was set through `seterrcall`,        ``None`` is returned."
,https://github.com//numpy/numpy/blob/master/numpy/core/arrayprint.py,"Array printing function$Id: arrayprint.py,v 1.9 2005/09/13 13:58:44 teoliphant Exp $",,
"_make_options_dict(precision=None, threshold=None, edgeitems=None,",https://github.com//numpy/numpy/blob/master/numpy/core/arrayprint.py,"  make a dictionary out of the non-None arguments, plus sanity checks 
    options = {k: v for k, v in locals().items() if v is not None}
 if suppress is not None:        options['suppress'] = bool(suppress)
    modes = ['fixed', 'unique', 'maxprec', 'maxprec_equal'] if floatmode not in modes + [None]: raise ValueError(""floatmode option must be one of "" + "", "".join('""{}""'.format(m) for m in modes))
 if sign not in [None, '-', '+', ' ']: raise ValueError(""sign option must be one of ' ', '+', or '-'"")
 if legacy not in [None, False, '1.13']:        warnings.warn(""legacy printing option can currently only be '1.13' or "" ""`False`"", stacklevel=3) if threshold is not None: # forbid the bad threshold arg suggested by stack overflow, gh-12351 if not isinstance(threshold, numbers.Number) or np.isnan(threshold): raise ValueError(""threshold must be numeric and non-NAN, try "" ""sys.maxsize for untruncated representation"") return options

@set_module('numpy')",,
"set_printoptions(precision=None, threshold=None, edgeitems=None,",https://github.com//numpy/numpy/blob/master/numpy/core/arrayprint.py,"     Set printing options.    These options determine the way floating point numbers, arrays and    other NumPy objects are displayed.","precision : int or None, optional        Number of digits of precision for floating point output (default 8).        May be `None` if `floatmode` is not `fixed`, to print as many digits as        necessary to uniquely specify the value.    threshold : int, optional        Total number of array elements which trigger summarization        rather than full repr (default 1000).    edgeitems : int, optional        Number of array items in summary at beginning and end of        each dimension (default 3).    linewidth : int, optional        The number of characters per line for the purpose of inserting        line breaks (default 75).    suppress : bool, optional        If True, always print floating point numbers using fixed point        notation, in which case numbers equal to zero in the current precision        will print as zero.  If False, then scientific notation is used when        absolute value of the smallest number is < 1e-4 or the ratio of the        maximum absolute value to the minimum is > 1e3. The default is False.    nanstr : str, optional        String representation of floating point not-a-number (default nan).    infstr : str, optional        String representation of floating point infinity (default inf).    sign : string, either '-', '+', or ' ', optional        Controls printing of the sign of floating-point types. If '+', always        print the sign of positive values. If ' ', always prints a space        (whitespace character) in the sign position of positive values.  If        '-', omit the sign character of positive values. (default '-')    formatter : dict of callables, optional        If not None, the keys should indicate the type(s) that the respective        formatting function applies to.  Callables should return a string.        Types that are not specified (by their corresponding keys) are handled        by the default formatters.  Individual types for which a formatter        can be set are:",
get_printoptions():,https://github.com//numpy/numpy/blob/master/numpy/core/arrayprint.py,     Return the current print options.,,print_opts : dict        Dictionary of current print options with keys
"printoptions(*args, **kwargs):",https://github.com//numpy/numpy/blob/master/numpy/core/arrayprint.py," Context manager for setting print options.    Set print options for the scope of the `with` block, and restore the old    options at the end. See `set_printoptions` for the full description of    available options.    Examples    -------- >>> from numpy.testing import assert_equal >>> with np.printoptions(precision=2): ...     np.array([2.0]) / 3    array([0.67])    The `as`-clause of the `with`-statement gives the current print options: >>> with np.printoptions(precision=2) as opts: ...      assert_equal(opts, np.get_printoptions())    See Also    --------    set_printoptions, get_printoptions",,
"_leading_trailing(a, edgeitems, index=()):",https://github.com//numpy/numpy/blob/master/numpy/core/arrayprint.py,"     Keep only the N-D corners (leading and trailing edges) of an array.    Should be passed a base-class ndarray, since it makes no guarantees about    preserving subclasses.",,
_object_format(o):,https://github.com//numpy/numpy/blob/master/numpy/core/arrayprint.py,"  Object arrays containing lists should be printed unambiguously  if type(o) is list:        fmt = 'list({!r})' else:        fmt = '{!r}' return fmt.format(o)
",,
repr_format(x):,https://github.com//numpy/numpy/blob/master/numpy/core/arrayprint.py,,,
str_format(x):,https://github.com//numpy/numpy/blob/master/numpy/core/arrayprint.py,,,
"_get_formatdict(data, **opt):",https://github.com//numpy/numpy/blob/master/numpy/core/arrayprint.py,,,
"_get_format_function(data, **options):",https://github.com//numpy/numpy/blob/master/numpy/core/arrayprint.py,     find the right formatting function for the dtype_,,
_recursive_guard(fillvalue='...'):,https://github.com//numpy/numpy/blob/master/numpy/core/arrayprint.py,"     Like the python 3.2 reprlib.recursive_repr, but forwards *args and **kwargs    Decorates a function such that if it calls itself with the same first    argument, it returns `fillvalue` instead of recursing.    Largely copied from reprlib.recursive_repr",,
"_array2string(a, options, separator=' ', prefix=""""):",https://github.com//numpy/numpy/blob/master/numpy/core/arrayprint.py,,,
_array2string_dispatcher(,https://github.com//numpy/numpy/blob/master/numpy/core/arrayprint.py,,,
"array2string(a, max_line_width=None, precision=None,",https://github.com//numpy/numpy/blob/master/numpy/core/arrayprint.py,     Return a string representation of an array.,"a : array_like        Input array.    max_line_width : int, optional        Inserts newlines if text is longer than `max_line_width`.        Defaults to ``numpy.get_printoptions()['linewidth']``.    precision : int or None, optional        Floating point precision.        Defaults to ``numpy.get_printoptions()['precision']``.    suppress_small : bool, optional        Represent numbers ""very close"" to zero as zero; default is False.        Very close is defined by precision: if the precision is 8, e.g.,        numbers smaller (in absolute value) than 5e-9 are represented as        zero.        Defaults to ``numpy.get_printoptions()['suppress']``.    separator : str, optional        Inserted between elements.    prefix : str, optional    suffix: str, optional        The length of the prefix and suffix strings are used to respectively        align and wrap the output. An array is typically printed as::",array_str : str        String representation of the array.
"_extendLine(s, line, word, line_width, next_line_prefix, legacy):",https://github.com//numpy/numpy/blob/master/numpy/core/arrayprint.py,,,
"_formatArray(a, format_function, line_width, next_line_prefix,",https://github.com//numpy/numpy/blob/master/numpy/core/arrayprint.py, formatArray is designed for two modes of operation:    1. Full output    2. Summarized output,,
"_none_or_positive_arg(x, name):",https://github.com//numpy/numpy/blob/master/numpy/core/arrayprint.py,"  Formatter for subtypes of np.floating  def __init__(self, data, precision, floatmode, suppress_small, sign=False, **kwarg): # for backcompatibility, accept bools if isinstance(sign, bool):            sign = '+' if sign else '-'
 self._legacy = kwarg.get('legacy', False) if self._legacy == '1.13': # when not 0d, legacy does not support '-' if data.shape != () and sign == '-':                sign = ' '
 self.floatmode = floatmode if floatmode == 'unique': self.precision = None else: self.precision = precision
 self.precision = _none_or_positive_arg(self.precision, 'precision')
 self.suppress_small = suppress_small self.sign = sign self.exp_format = False self.large_exponent = False
 self.fillFormat(data)
 def fillFormat(self, data): # only the finite values are used to compute the number of digits        finite_vals = data[isfinite(data)]
 # choose exponential mode based on the non-zero finite values:        abs_non_zero = absolute(finite_vals[finite_vals != 0]) if len(abs_non_zero) != 0:            max_val = np.max(abs_non_zero)            min_val = np.min(abs_non_zero) with errstate(over='ignore'):  # division can overflow if max_val >= 1.e8 or (not self.suppress_small and                        (min_val < 0.0001 or max_val/min_val > 1000.)): self.exp_format = True
 # do a first pass of printing all the numbers, to determine sizes if len(finite_vals) == 0: self.pad_left = 0 self.pad_right = 0 self.trim = '.' self.exp_size = -1 self.unique = True elif self.exp_format:            trim, unique = '.', True if self.floatmode == 'fixed' or self._legacy == '1.13':                trim, unique = 'k', False            strs = (dragon4_scientific(x, precision=self.precision, unique=unique, trim=trim, sign=self.sign == '+') for x in finite_vals)            frac_strs, _, exp_strs = zip(*(s.partition('e') for s in strs))            int_part, frac_part = zip(*(s.split('.') for s in frac_strs)) self.exp_size = max(len(s) for s in exp_strs) - 1
 self.trim = 'k' self.precision = max(len(s) for s in frac_part)
 # for back-compat with np 1.13, use 2 spaces & sign and full prec if self._legacy == '1.13': self.pad_left = 3 else: # this should be only 1 or 2. Can be calculated from sign. self.pad_left = max(len(s) for s in int_part) # pad_right is only needed for nan length calculation self.pad_right = self.exp_size + 2 + self.precision
 self.unique = False else: # first pass printing to determine sizes            trim, unique = '.', True if self.floatmode == 'fixed':                trim, unique = 'k', False            strs = (dragon4_positional(x, precision=self.precision, fractional=True, unique=unique, trim=trim, sign=self.sign == '+') for x in finite_vals)            int_part, frac_part = zip(*(s.split('.') for s in strs)) if self._legacy == '1.13': self.pad_left = 1 + max(len(s.lstrip('-+')) for s in int_part) else: self.pad_left = max(len(s) for s in int_part) self.pad_right = max(len(s) for s in frac_part) self.exp_size = -1
 if self.floatmode in ['fixed', 'maxprec_equal']: self.precision = self.pad_right self.unique = False self.trim = 'k' else: self.unique = True self.trim = '.'
 if self._legacy != '1.13': # account for sign = ' ' by adding one to pad_left if self.sign == ' ' and not any(np.signbit(finite_vals)): self.pad_left += 1
 # if there are non-finite values, may need to increase pad_left if data.size != finite_vals.size:            neginf = self.sign != '-' or any(data[isinf(data)] < 0)            nanlen = len(_format_options['nanstr'])            inflen = len(_format_options['infstr']) + neginf            offset = self.pad_right + 1 # +1 for decimal pt self.pad_left = max(self.pad_left, nanlen - offset, inflen - offset)
 def __call__(self, x): if not np.isfinite(x): with errstate(invalid='ignore'): if np.isnan(x):                    sign = '+' if self.sign == '+' else ''                    ret = sign + _format_options['nanstr'] else:  # isinf                    sign = '-' if x < 0 else '+' if self.sign == '+' else ''                    ret = sign + _format_options['infstr'] return ' '*(self.pad_left + self.pad_right + 1 - len(ret)) + ret
 if self.exp_format: return dragon4_scientific(x, precision=self.precision, unique=self.unique, trim=self.trim, sign=self.sign == '+', pad_left=self.pad_left, exp_digits=self.exp_size) else: return dragon4_positional(x, precision=self.precision, unique=self.unique, fractional=True, trim=self.trim, sign=self.sign == '+', pad_left=self.pad_left, pad_right=self.pad_right)
# for back-compatibility, we keep the classes for each float type tooclass FloatFormat(FloatingFormat): def __init__(self, *args, **kwargs):        warnings.warn(""FloatFormat has been replaced by FloatingFormat"", DeprecationWarning, stacklevel=2) super(FloatFormat, self).__init__(*args, **kwargs)

class LongFloatFormat(FloatingFormat): def __init__(self, *args, **kwargs):        warnings.warn(""LongFloatFormat has been replaced by FloatingFormat"", DeprecationWarning, stacklevel=2) super(LongFloatFormat, self).__init__(*args, **kwargs)

@set_module('numpy')",,
"format_float_scientific(x, precision=None, unique=True, trim='k',",https://github.com//numpy/numpy/blob/master/numpy/core/arrayprint.py,"     Format a floating-point scalar as a decimal string in scientific notation.    Provides control over rounding, trimming and padding. Uses and assumes    IEEE unbiased rounding. Uses the ""Dragon4"" algorithm.","x : python float or numpy floating scalar        Value to format.    precision : non-negative integer or None, optional        Maximum number of digits to print. May be None if `unique` is        `True`, but must be an integer if unique is `False`.    unique : boolean, optional        If `True`, use a digit-generation strategy which gives the shortest        representation which uniquely identifies the floating-point number from        other values of the same type, by judicious rounding. If `precision`        was omitted, print all necessary digits, otherwise digit generation is        cut off after `precision` digits and the remaining value is rounded.        If `False`, digits are generated as if printing an infinite-precision        value and stopping after `precision` digits, rounding the remaining        value.    trim : one of 'k', '.', '0', '-', optional        Controls post-processing trimming of trailing digits, as follows:",rep : string        The string representation of the floating point value
